,postcode
6882,2147
6883,2086
6884,2126
6885,2103
6886,2100
6887,2112
6888,2196
6889,2257
6891,2163
6892,2112
6893,2075
6894,2147
6895,2155
6896,2121
6897,2028
6898,2154
6899,2156
6900,2010
6901,2112
6902,2031
6903,2080
6904,2126
6905,2125
6906,2010
6907,2084
6908,2114
6909,3175
6911,3084
6912,2121
6913,2046
6914,1971
6915,1896
6916,1821
6917,1746
6918,1671
6919,57002
6938,2156
6939,2087
6940,2125
6941,2196
6942,2113
6943,2070
6944,2114
6945,2153
6946,2120
6947,2114
6948,2087
6949,2768
6950,2153
6951,2251
6952,2119
6953,2076
6954,2261
6955,2428
6956,2151
6957,2088
6958,4566
6959,2101
6960,2077
6961,2087
6962,2133
6963,2100
6964,2152
6965,2153
6966,2106
6967,2199
6968,2541
6969,2045
6970,2106
6971,2200
6972,2077
6973,2171
6974,2250
6975,2357
6976,2256
6977,2034
6978,2075
6979,2259
6980,2111
6981,2118
6982,2325
6983,2153
6984,2161
6985,2122
6986,2099
6987,2155
6988,2045
6989,2193
6990,2117
6991,2122
6992,2096
6993,2141
6994,2121
6995,2154
6996,2027
6997,2106
6998,2155
6999,2570
7000,2619
7001,2759
7002,2176
7003,2093
7004,2075
7005,2047
7006,2119
7007,2762
7008,2088
7009,2047
7010,2119
7011,2615
7012,2193
7013,2206
7014,2033
7015,2154
7016,2763
7017,2680
7018,2093
7019,2173
7020,2126
7021,2137
7022,2137
7023,2766
7024,2140
7025,2103
7026,2756
7027,2035
7028,3799
7029,2073
7030,2767
7031,2081
7032,2420
7033,2565
7034,2145
7035,2097
7036,2071
7037,2112
7038,2154
7039,2066
7040,2250
7041,2040
7042,2077
7043,2095
7044,2075
7045,2116
7046,2097
7047,2090
7048,2076
7049,2154
7050,2126
7051,2120
7052,2081
7053,7310
7054,2122
7055,3008
7056,2032
7057,2073
7058,2774
7059,2500
7060,2037
7061,2112
7062,2075
7063,2212
7064,2156
7065,2168
7066,2224
7067,2067
7068,2141
7069,3206
7070,2127
7071,2045
7072,2120
7073,2153
7074,2178
7075,2111
7076,2126
7077,2766
7078,2199
7079,2430
7080,2217
7081,2095
7082,2261
7083,2749
7084,2259
7086,2260
7087,2066
7088,2570
7089,2154
7090,2560
7091,2209
7092,2067
7093,2122
7094,2156
7095,2196
7096,2070
7097,2170
7098,2103
7099,2126
7100,2077
7101,2137
7102,2138
7103,2204
7104,2061
7105,2113
7106,2154
7107,2154
7108,2082
7109,2774
7110,2766
7111,2126
7112,2192
7113,2073
7114,2107
7115,5098
7116,2118
7117,2075
7118,2073
7119,2074
7120,2117
7121,2085
7122,4158
7123,2088
7124,2259
7125,2148
7126,2133
7127,2763
7128,2100
7129,2068
7130,2154
7131,2039
7132,2526
7133,2190
7134,2008
7135,2206
7136,2204
7137,2148
7138,2101
7139,2099
7140,2756
7141,2103
7142,2260
7143,2224
7144,2200
7145,2112
7146,2045
7147,2444
7148,2148
7149,2074
7150,2074
7151,2151
7152,3134
7153,2767
7154,2151
7155,2165
7156,2150
7157,2112
7158,2100
7159,2765
7160,2157
7161,5158
7162,2766
7163,2113
7164,2063
7165,2776
7166,2046
7167,2540
7168,2206
7169,2113
7170,2121
7171,2163
7172,2194
7173,2122
7174,2176
7175,2046
7176,2100
7177,2153
7178,2155
7179,2000
7180,1715
7181,2166
7182,2121
7183,2756
7184,2118
7185,1800
7186,2170
7187,2066
7188,2107
7189,2121
7190,2158
7191,2118
7192,2042
7193,2122
7194,2763
7195,2118
7196,2261
7197,2065
7198,2767
7199,2103
7200,2291
7201,2250
7202,2126
7203,2120
7204,3215
7205,2118
7206,2170
7207,2122
7208,2750
7209,2119
7210,2077
7211,3186
7212,2761
7213,2530
7214,2148
7215,2115
7216,2119
7217,2118
7218,2121
7219,2220
7220,2119
7221,2070
7222,2113
7223,4017
7224,2156
7225,2119
7226,2194
7227,2017
7228,2206
7229,2103
7230,2067
7231,1755
7232,2081
7233,2095
7234,2770
7235,2153
7236,2196
7237,2121
7238,2074
7239,2138
7240,2160
7241,2119
7242,2069
7243,2066
7244,2155
7245,2076
7246,2035
7247,2142
7248,2084
7249,2118
7250,2159
7251,2120
7252,2066
7253,2076
7254,2073
7255,2077
7256,4557
7257,2165
7258,2155
7259,2026
7260,2155
7261,2060
7262,2071
7263,2076
7264,4860
7265,2137
7266,2257
7267,2138
7268,2259
7269,2136
7270,2747
7271,2101
7272,2122
7273,2090
7274,2765
7275,2125
7276,2082
7277,2164
7278,2113
7279,2671
7280,2150
7281,2026
7282,2142
7283,2565
7284,2207
7285,2150
7286,2113
7287,2118
7288,2209
7289,2038
7290,2101
7291,2026
7292,2077
7293,2079
7294,2046
7295,2150
7296,2066
7297,2164
7298,2121
7299,2196
7300,2114
7301,2118
7302,2166
7303,2166
7304,2165
7305,2099
7306,2207
7307,2088
7308,2068
7309,2143
7310,2203
7311,2047
7312,2118
7313,2087
7314,2145
7315,2120
7316,2125
7317,2155
7318,2778
7319,2121
7320,2121
7321,2137
7322,2079
7323,2095
7324,2077
7325,2119
7326,2117
7327,2135
7328,2259
7329,2038
7330,2042
7331,2122
7332,2010
7333,2111
7334,2067
7335,2076
7336,2745
7337,2085
7338,2155
7339,2759
7340,2093
7341,2753
7342,2110
7343,2155
7344,2125
7345,2031
7346,2119
7347,2206
7348,2165
7349,2773
7350,2291
7351,2350
7352,2166
7353,2154
7354,2070
7355,5253
7356,2148
7357,2069
7358,2031
7359,2121
7360,2087
7361,2126
7362,2122
7363,2081
7364,2066
7365,2120
7366,2603
7367,2154
7368,2120
7369,2196
7370,2142
7371,2153
7372,2035
7373,2040
7374,2612
7375,2125
7376,2072
7377,2155
7378,2071
7379,2138
7380,2102
7381,2069
7382,2217
7383,2232
7384,2079
7385,2066
7386,2092
7387,2320
7388,2115
7389,2120
7390,5162
7391,4880
7392,2066
7393,2069
7394,2076
7395,2760
7396,2176
7397,2780
7398,2068
7399,2160
7400,2761
7401,2261
7402,2026
7403,2747
7404,2126
7405,2066
7406,2154
7407,2768
7408,2122
7409,2099
7410,2763
7411,2022
7412,2160
7413,2158
7414,2607
7415,2076
7416,2075
7417,2170
7418,2866
7419,2766
7420,2118
7421,2115
7422,2118
7423,2220
7424,2033
7425,2085
7426,2114
7427,2173
7428,2076
7429,2153
7430,2191
7431,2100
7432,2261
7433,2010
7434,2042
7435,2072
7436,2017
7437,2064
7438,2038
7439,2031
7440,2117
7441,2400
7442,2117
7443,2046
7444,2232
7445,2080
7446,2137
7447,2113
7448,2066
7449,2141
7450,2154
7451,2102
7452,2113
7453,2074
7454,2102
7455,2046
7456,2103
7457,2135
7458,2107
7459,2061
7460,2112
7461,2088
7462,2256
7463,2170
7464,3172
7465,2008
7466,2069
7467,2251
7468,2142
7469,2073
7470,2155
7471,2203
7472,2074
7473,2100
7474,2777
7475,2077
7476,2121
7477,2120
7478,2115
7479,2753
7480,2153
7481,2145
7482,2073
7483,2192
7484,2250
7485,2250
7486,2761
7487,2142
7488,2153
7489,2156
7490,2117
7491,2155
7492,2155
7493,2833
7494,2257
7495,2072
7496,2065
7497,2101
7498,2753
7499,2118
7500,2075
7501,2170
7502,2154
7503,2154
7504,2539
7505,3032
7506,2147
7507,2027
7508,2140
7509,2068
7510,2251
7511,2122
7512,2145
7513,2101
7514,2155
7515,2126
7516,2153
7517,2121
7518,2120
7519,2767
7520,2043
7521,2135
7522,2126
7523,2122
7524,2092
7525,2153
7526,2046
7527,2444
7528,2066
7529,1590
7530,2088
7531,2176
7532,2068
7533,2100
7534,2619
7535,2291
7536,2211
7537,2216
7538,2153
7539,2121
7540,2062
7541,2042
7542,2153
7543,2155
7544,2126
7545,2176
7546,2145
7547,2122
7548,2145
7549,2121
7550,2060
7551,2194
7552,2192
7553,2135
7554,2122
7555,2076
7556,2650
7557,2099
7558,2176
7559,2110
7560,2065
7561,2325
7562,2080
7563,2154
7564,2107
7565,2116
7566,2147
7567,2155
7568,2207
7569,2257
7570,2086
7571,2119
7572,2118
7573,2171
7574,1595
7575,2126
7576,2193
7577,2765
7578,2126
7579,2077
7580,2100
7581,2144
7582,2145
7583,2000
7584,2140
7585,2145
7586,2156
7587,2193
7588,2205
7589,2564
7590,2210
7591,2111
7592,4825
7593,2121
7594,2154
7595,1235
7596,5000
7597,2111
7598,2164
7599,2155
7600,2170
7601,2564
7602,2121
7603,2085
7604,2150
7605,2071
7606,2112
7607,2768
7608,2086
7609,2144
7610,2087
7611,2153
7612,2866
7613,2113
7614,2076
7615,2064
7616,2159
7617,2079
7618,2076
7619,2157
7620,2114
7621,2230
7622,2101
7623,2088
7624,2077
7625,2146
7626,4714
7627,2060
7628,2200
7629,2153
7630,2118
7631,2075
7632,2148
7633,2566
7634,2122
7635,2079
7636,2151
7637,2158
7638,2782
7639,2251
7640,2085
7641,2100
7642,2122
7643,2170
7644,2126
7645,2071
7646,2154
7647,2769
7648,2119
7649,2125
7650,2065
7651,4558
7652,2767
7653,2170
7654,2190
7655,2144
7656,2028
7657,2070
7658,2759
7659,2074
7660,2126
7661,1570
7662,2077
7663,2209
7664,2065
7665,2261
7666,2073
7667,2763
7668,2161
7669,2086
7670,2100
7671,2042
7672,2070
7673,2222
7674,2086
7675,2075
7676,2090
7677,2024
7678,2196
7679,2155
7680,2118
7681,2125
7682,2106
7683,2213
7684,2220
7685,2110
7686,2154
7687,2100
7688,4216
7689,2770
7690,2070
7691,2156
7692,2112
7693,2118
7694,2763
7695,2138
7696,2114
7697,2176
7698,2018
7699,2064
7700,2155
7701,2122
7702,2113
7703,2160
7704,2190
7705,2158
7706,2200
7707,2141
7708,2075
7709,2073
7710,2065
7711,2112
7712,2074
7713,7250
7714,2046
7715,2060
7716,2155
7717,2089
7718,2075
7719,2768
7720,2156
7721,2220
7722,2035
7723,2077
7724,2220
7725,2763
7726,2615
7727,2138
7728,2154
7729,2114
7730,2076
7731,2566
7732,2090
7733,5352
7734,2121
7735,2086
7736,2069
7737,2141
7738,2071
7739,2120
7740,2138
7741,2153
7742,2257
7743,2126
7744,2067
7745,2147
7746,2154
7747,2017
7748,4123
7749,2176
7750,2068
7751,2120
7752,2192
7753,2150
7754,2151
7755,2763
7756,2154
7757,2146
7758,2029
7759,2018
7760,2103
7761,2097
7762,2125
7763,2800
7764,2167
7765,2500
7766,2066
7767,2176
7768,2093
7769,2190
7770,2132
7771,2071
7772,2121
7773,2260
7774,2200
7775,2759
7776,2122
7777,2140
7778,2121
7779,2148
7780,2212
7781,2039
7782,2170
7783,2170
7784,2077
7785,2218
7786,2162
7787,2767
7788,2745
7789,2141
7790,230061
7791,2212
7792,2122
7793,2147
7794,2036
7795,2103
7796,2120
7797,2765
7798,2120
7799,2125
7800,2204
7801,2086
7802,2159
7803,2119
7804,2220
7805,2155
7806,2066
7807,2118
7808,2120
7809,2113
7810,2200
7811,2119
7812,2763
7813,2122
7814,2162
7815,2073
7816,2131
7817,2173
7818,2117
7819,2747
7820,2200
7821,2196
7822,2141
7823,2117
7824,2161
7825,2126
7826,2069
7827,2155
7828,2444
7829,6006
7830,2193
7831,2076
7832,2763
7833,2112
7834,2198
7835,2157
7836,2137
7837,2153
7838,2147
7839,2077
7840,2747
7841,2097
7842,2119
7843,2037
7844,2614
7845,2074
7846,2574
7847,2155
7848,2120
7849,2095
7850,2107
7851,2076
7852,2093
7853,2158
7854,2122
7855,2137
7856,2077
7857,2137
7858,2148
7859,2077
7860,2770
7861,2068
7862,2046
7863,2065
7864,2216
7865,2761
7866,2125
7867,2159
7868,2259
7869,2763
7870,2749
7871,2042
7872,2157
7873,2075
7874,2090
7875,2745
7876,2068
7877,2150
7878,2077
7879,2065
7880,820
7881,2029
7882,1755
7883,2779
7884,2145
7885,2283
7886,2113
7887,2902
7888,2156
7889,2500
7890,2087
7891,2077
7892,2223
7893,2150
7894,2106
7895,2761
7896,2117
7897,2122
7898,2153
7899,2145
7900,2075
7901,2140
7902,2068
7903,2165
7904,2075
7905,2203
7906,2029
7907,2085
7908,2154
7909,2076
7910,2088
7911,2173
7912,2126
7913,2075
7914,2500
7915,2075
7916,2073
7917,2077
7918,2074
7919,2159
7920,2251
7921,2565
7922,2162
7923,6026
7924,2603
7925,2767
7926,2074
7927,2100
7928,2121
7929,2450
7930,2155
7931,2100
7932,2766
7933,2250
7934,2073
7935,2120
7936,2560
7937,2126
7938,2121
7939,2093
7940,2218
7941,2192
7942,2071
7943,2154
7944,2763
7945,2759
7946,2196
7947,2138
7948,2145
7949,2220
7950,836
7951,2190
7952,2089
7953,2068
7954,2024
7955,2141
7956,2067
7957,2153
7958,2154
7959,2073
7960,2071
7961,2120
7962,2111
7963,2066
7964,2086
7965,2076
7966,2112
7967,2161
7968,2075
7969,2039
7970,2075
7971,2233
7972,2576
7973,2259
7974,6230
7975,2158
7976,2138
7977,2158
7978,2100
7979,2125
7980,2122
7981,2041
7982,2250
7983,2104
7984,2155
7985,2125
7986,2119
7987,2065
7988,2125
7989,2076
7990,2118
7991,2120
7992,2206
7993,2075
7994,2132
7995,2154
7996,2161
7997,2766
7998,2040
7999,2049
8000,2135
8001,2759
8002,2086
8003,2566
8004,2151
8005,2250
8006,2750
8007,2125
8008,2093
8009,2756
8010,2767
8011,2196
8012,2167
8013,2148
8014,2046
8015,2233
8016,2076
8017,2155
8018,2112
8019,2094
8020,2126
8021,2750
8022,2076
8023,2103
8024,2042
8025,2020
8026,2285
8027,2159
8028,2257
8029,2073
8030,2066
8031,2074
8032,2154
8033,2086
8034,2074
8035,2250
8036,4350
8037,2151
8038,2074
8039,2221
8040,2023
8041,2107
8042,2066
8043,2170
8044,2196
8045,2144
8046,2121
8047,2112
8048,2147
8049,2170
8050,2260
8051,2048
8052,2077
8053,2140
8054,2145
8055,2153
8056,2165
8057,2745
8058,2070
8059,2077
8060,2127
8061,2283
8062,2121
8063,5118
8064,2063
8065,2112
8066,2121
8067,2159
8068,2478
8069,2155
8070,2077
8071,2193
8072,2251
8073,2044
8074,2160
8075,2077
8076,2219
8077,2170
8078,2144
8079,2145
8080,2144
8081,2121
8082,2226
8083,2088
8084,2075
8085,4059
8086,2066
8087,2766
8088,2768
8089,2154
8090,2122
8091,2060
8092,2070
8093,2092
8094,2071
8095,2162
8096,2208
8097,2207
8098,2121
8099,2076
8100,2117
8101,2153
8102,2134
8103,2110
8104,2122
8105,2112
8106,2079
8107,2087
8108,2533
8109,2121
8110,2168
8111,2220
8112,2066
8113,2250
8114,2087
8115,2199
8116,2191
8117,2165
8118,2135
8119,2112
8120,2154
8121,2145
8122,2067
8123,2117
8124,2137
8125,2170
8126,4552
8127,2122
8128,2071
8129,2073
8130,2088
8131,2090
8132,2090
8133,2089
8134,2073
8135,2119
8136,2780
8137,2101
8138,2088
8139,2165
8140,2111
8141,2176
8142,2067
8143,2070
8144,2080
8145,2148
8146,2190
8147,2156
8148,2200
8149,2070
8150,2040
8151,2077
8152,2121
8153,2193
8154,2234
8155,2154
8156,2194
8157,2082
8158,2136
8159,2745
8160,2135
8161,2113
8162,2049
8163,2120
8164,2122
8165,2145
8166,2114
8167,2290
8168,2154
8169,2155
8170,2161
8171,2069
8172,2176
8173,2206
8174,2030
8175,2085
8176,2107
8177,2066
8178,2206
8179,2067
8180,2156
8181,1811
8182,2120
8183,2216
8184,2199
8185,2016
8186,2216
8187,2166
8188,2068
8189,2217
8190,2072
8191,2135
8192,2040
8193,2154
8194,2762
8195,2036
8196,2155
8197,2074
8198,2745
8199,2120
8200,2566
8201,2143
8202,2036
8203,2120
8204,2125
8205,2099
8206,2009
8207,2154
8208,2177
8209,2029
8210,2099
8211,2082
8212,2155
8213,2282
8214,2077
8215,2090
8216,2106
8217,2077
8218,1635
8219,2077
8220,2075
8221,2050
8222,2257
8223,2195
8224,2151
8225,2030
8226,2768
8227,2250
8228,2217
8229,2126
8230,2095
8231,2075
8232,2125
8233,2103
8235,2565
8236,2110
8237,2250
8238,2144
8239,2217
8240,2219
8241,2076
8242,2029
8243,2032
8244,2761
8245,2085
8246,2111
8247,2145
8248,2166
8249,2166
8250,2126
8251,2540
8252,2067
8253,2074
8254,2093
8255,2066
8256,2158
8257,2076
8258,2077
8259,2070
8260,2112
8261,2085
8262,2850
8263,2096
8264,2250
8265,2122
8266,2135
8267,2166
8268,2190
8269,2750
8270,2145
8271,2144
8272,2758
8273,2250
8274,2126
8275,2560
8276,2753
8277,2097
8278,2103
8279,2074
8280,2079
8281,2112
8282,2750
8283,2774
8284,2113
8285,2073
8286,2040
8287,2122
8288,2067
8289,2325
8290,2582
8291,2075
8292,2560
8293,2106
8294,2350
8295,2076
8297,2122
8298,2047
8299,2085
8300,2156
8301,2077
8302,2112
8303,2122
8304,2075
8305,2121
8306,2122
8307,2117
8308,2103
8309,2257
8310,2145
8311,2077
8312,2198
8313,2066
8314,2111
8315,2134
8316,2147
8317,2074
8318,2120
8319,2176
8320,2025
8321,2158
8322,2046
8323,2768
8324,2199
8325,630
8326,2153
8327,2077
8328,2010
8329,2232
8330,2260
8331,2768
8332,2218
8333,2203
8334,2097
8335,2137
8336,2763
8337,2126
8338,2060
8339,2154
8340,2134
8341,2210
8342,2155
8343,2204
8344,2131
8345,2170
8346,2114
8347,2767
8348,2190
8349,2200
8350,2158
8351,2074
8352,2007
8353,2026
8354,2148
8355,2117
8356,2166
8357,2166
8358,2145
8359,2000
8360,2135
8361,2046
8362,4117
8363,2177
8364,2220
8365,2071
8366,2217
8367,2071
8368,2070
8369,2073
8370,2304
8371,2584
8372,2046
8373,2770
8374,2210
8375,2261
8376,2216
8377,2110
8378,2135
8379,2782
8380,2099
8381,2000
8382,2337
8383,2141
8384,7250
8385,2092
8386,2745
8387,2287
8388,2122
8389,2075
8390,2050
8391,2110
8393,2141
8394,2122
8395,2135
8396,2154
8397,2068
8398,2150
8399,2111
8400,5096
8401,2112
8402,2154
8403,2070
8404,2064
8405,2065
8406,2033
8407,2196
8408,2074
8409,2155
8410,2031
8411,2135
8412,2119
8413,2066
8414,2131
8415,2066
8416,5000
8417,2070
8418,2018
8419,2067
8420,2076
8421,2194
8422,2113
8423,2030
8424,2068
8425,2195
8426,2062
8427,2753
8428,2125
8429,2103
8430,2155
8431,2117
8432,2000
8433,2144
8434,2144
8435,5113
8436,2208
8437,2113
8438,2000
8439,2071
8440,2196
8441,2171
8442,2155
8443,2125
8444,2030
8445,2089
8446,2758
8447,4152
8448,2770
8449,2073
8450,2156
8451,2763
8452,2113
8453,2144
8454,2194
8455,2763
8456,2340
8457,2145
8458,2119
8459,2207
8460,2209
8461,2153
8462,2135
8463,2140
8464,2146
8465,2024
8466,2154
8467,2106
8468,2122
8469,2077
8470,2070
8471,2155
8472,2119
8473,2017
8474,2137
8475,2022
8476,4701
8477,2122
8478,2131
8479,2770
8480,2147
8481,2196
8482,2749
8483,2141
8484,2077
8485,2154
8486,2110
8487,2081
8488,2195
8489,2203
8490,6230
8491,2119
8492,2538
8493,2155
8494,2121
8495,2026
8496,2072
8497,2220
8498,2138
8499,2119
8500,2527
8501,2120
8502,2222
8503,2035
8504,2154
8505,2111
8506,2126
8507,2086
8508,2200
8509,2153
8510,2195
8511,2016
8512,2067
8513,2120
8514,2104
8516,2097
8517,2119
8519,2156
8520,2153
8521,4213
8522,2088
8523,2765
8524,2074
8525,2024
8526,2114
8527,2069
8528,2156
8529,2170
8530,2193
8531,2073
8532,2256
8533,2106
8534,2076
8535,2122
8536,2079
8537,2165
8538,2151
8539,2074
8540,2141
8541,2009
8542,2074
8543,2777
8544,2750
8545,2065
8546,2099
8547,2146
8548,2079
8549,2154
8550,1755
8551,2111
8552,2076
8553,2113
8554,2071
8555,2148
8556,2072
8557,2111
8558,2148
8559,2029
8560,2155
8561,2115
8562,2152
8563,2154
8564,2151
8565,2250
8566,2153
8567,2145
8568,2211
8569,2079
8570,2153
8571,2777
8572,2027
8573,2154
8574,2088
8575,2066
8576,2066
8577,2260
8578,2153
8579,2026
8580,2093
8581,2155
8582,2155
8583,2093
8584,2541
8585,2210
8586,2075
8587,2141
8588,2086
8589,2166
8590,2800
8591,2166
8592,2080
8593,2206
8594,2190
8595,2036
8596,2250
8597,2167
8598,2122
8599,2097
8600,2565
8601,2132
8602,2119
8603,2111
8604,2176
8605,2122
8606,2071
8607,2086
8608,2066
8609,2120
8610,2066
8611,2162
8612,2074
8613,2155
8614,2126
8615,2021
8616,2076
8617,2154
8618,2196
8619,2072
8620,2154
8621,2069
8622,2115
8623,2153
8624,2117
8625,2117
8626,2164
8627,1335
8628,2216
8629,1475
8630,2768
8631,2080
8632,2767
8633,2137
8634,2045
8635,2060
8636,2076
8637,2076
8638,2073
8639,2210
8640,2086
8641,2165
8642,2114
8643,2441
8644,2228
8645,2077
8646,2566
8647,2145
8648,2219
8649,2120
8650,2138
8651,2338
8652,2008
8653,3020
8654,2072
8655,2260
8656,2035
8657,2024
8658,2064
8659,2190
8660,2077
8661,2611
8662,2760
8663,2011
8664,2071
8665,2151
8666,2088
8667,2156
8668,2153
8669,2090
8670,2068
8671,2217
8672,2113
8673,2145
8674,2761
8675,2261
8676,2620
8677,2166
8678,2194
8679,2099
8680,2125
8681,2768
8682,2047
8683,2177
8684,2071
8685,2066
8686,2479
8687,2112
8688,2121
8689,2768
8690,2262
8691,2110
8692,2114
8693,2560
8694,2100
8695,2141
8696,2067
8697,2085
8698,2260
8699,2093
8700,2148
8701,2126
8702,2155
8703,2207
8704,2114
8705,2768
8706,2220
8707,2153
8708,2155
8709,2135
8710,2081
8711,2127
8712,2160
8713,2234
8714,2153
8715,2126
8716,2281
8717,2444
8718,3152
8719,2160
8720,2203
8721,2070
8722,4820
8723,2142
8724,2155
8725,2126
8726,2077
8727,2118
8728,3037
8729,2090
8730,2045
8731,2075
8732,2145
8733,2076
8734,2087
8735,2171
8736,2168
8737,2117
8738,2756
8739,2113
8740,2077
8741,2130
8742,2049
8743,2126
8744,2069
8745,2200
8746,2256
8747,2147
8748,2075
8749,2038
8750,2075
8751,2122
8752,2076
8753,2068
8754,2120
8755,2086
8756,2075
8757,2079
8758,2204
8759,2085
8760,2079
8761,2156
8762,2094
8763,2380
8764,2074
8765,2068
8766,2152
8767,2099
8768,2191
8769,2144
8770,2077
8771,2011
8773,2126
8774,2073
8775,2163
8776,2144
8777,2155
8778,2177
8779,2576
8780,2250
8781,2122
8782,2125
8783,2031
8784,2444
8785,2073
8786,2251
8787,2042
8788,2077
8789,2077
8790,2765
8791,2082
8792,2136
8793,2085
8794,2095
8795,3350
8796,2206
8797,2154
8798,2155
8799,2076
8800,2071
8801,2035
8802,2039
8803,2115
8804,2221
8805,2748
8806,2212
8807,2119
8808,2156
8809,2112
8810,2205
8811,2059
8812,2747
8813,2768
8814,1360
8815,2131
8816,2118
8817,2233
8818,2085
8819,2114
8820,2088
8821,2147
8822,2135
8823,2125
8824,2106
8825,2194
8826,2480
8827,2041
8828,2068
8829,2155
8830,2039
8831,2250
8832,2440
8833,2075
8834,2154
8835,2074
8836,2106
8837,2196
8838,2539
8839,2121
8840,2120
8841,2085
8842,2135
8843,2036
8844,2070
8845,2151
8846,2151
8847,2745
8848,2070
8849,2018
8850,2107
8851,2097
8852,2107
8853,2765
8854,2153
8855,2122
8856,2749
8857,2134
8858,2040
8859,2105
8860,2250
8861,2770
8862,2210
8863,2070
8864,2175
8865,2131
8866,2121
8867,2001
8868,2193
8869,2065
8870,2026
8871,2154
8872,2147
8873,2072
8874,2164
8875,2155
8876,2767
8877,2073
8878,2064
8879,2067
8880,2126
8881,2073
8882,2075
8883,2127
8884,2113
8885,2075
8886,2251
8887,2351
8888,2125
8889,3150
8890,2151
8891,2060
8892,2117
8893,2120
8894,2067
8895,2194
8896,2114
8897,2096
8898,2106
8899,2153
8900,2135
8901,2065
8902,2032
8903,2122
8904,2138
8905,1755
8906,2250
8907,2777
8908,2099
8909,2119
8910,2125
8911,2074
8912,2118
8913,2176
8914,2226
8915,2086
8916,2103
8917,2158
8918,2145
8919,2074
8920,2209
8921,2077
8922,2120
8923,2077
8924,2122
8925,2767
8926,2204
8927,2444
8928,2122
8929,6103
8930,2136
8931,2250
8932,2161
8933,2162
8934,2125
8935,2170
8936,2060
8937,2112
8938,2795
8939,2016
8940,2071
8941,2093
8942,2073
8943,2108
8944,2011
8945,2049
8946,2077
8947,2758
8948,2074
8949,2281
8950,2650
8951,2770
8952,2154
8953,2151
8954,2112
8955,2127
8956,2079
8957,2153
8958,2086
8959,2112
8960,2033
8961,2774
8962,2170
8963,2085
8964,2122
8965,2153
8966,2121
8967,2749
8968,2224
8969,2145
8970,2084
8971,2165
8972,2016
8973,2095
8974,2112
8975,2131
8976,2217
8977,2114
8978,2092
8979,2029
8980,3140
8981,2102
8982,2607
8983,2134
8984,6149
8985,2768
8986,2122
8987,2093
8988,2112
8989,2077
8990,2071
8991,2047
8992,2125
8993,2122
8994,4103
8995,2121
8996,2749
8997,2176
8998,2156
8999,2125
9000,2770
9001,2118
9002,2158
9003,2135
9004,2092
9005,2151
9006,2145
9007,2154
9008,2785
9009,2077
9010,2071
9011,2154
9012,2119
9013,2046
9014,2161
9015,2102
9016,2212
9017,2165
9018,2251
9019,2114
9020,2223
9021,2076
9022,2085
9023,2193
9024,2148
9025,2154
9026,2125
9027,2261
9028,2101
9029,2126
9030,2121
9031,2113
9032,2196
9033,2073
9034,2745
9035,2153
9036,2256
9037,2420
9038,2250
9039,2122
9040,2026
9041,2036
9042,2232
9043,5013
9044,2121
9045,2121
9046,2340
9047,2155
9048,2076
9049,2293
9050,2151
9051,2170
9052,2155
9053,2121
9054,2041
9055,2156
9056,2074
9057,2121
9058,2162
9059,3183
9060,2065
9061,2176
9062,2170
9063,2750
9064,2165
9065,2017
9066,2176
9067,2121
9068,2158
9069,4413
9070,2538
9071,2261
9072,2087
9073,2099
9074,2250
9075,2153
9076,2161
9077,2121
9078,2753
9079,2114
9080,2103
9081,2154
9082,2144
9083,2141
9084,2135
9085,2138
9086,2122
9087,2048
9088,2070
9089,2448
9090,2151
9091,2137
9092,2763
9093,2126
9094,2196
9095,2147
9096,2104
9097,2223
9098,2064
9099,2118
9100,2074
9101,2177
9102,2126
9103,2137
9104,2753
9105,2122
9106,2220
9107,2000
9108,2154
9109,2118
9110,2044
9111,2210
9112,2136
9113,2134
9114,2204
9115,2121
9116,2148
9117,2153
9118,2141
9119,2774
9120,1335
9121,2196
9122,2101
9123,2065
9124,2010
9125,2440
9126,2070
9127,2065
9128,2330
9129,2120
9130,2138
9131,2200
9132,2074
9133,2076
9134,2216
9135,2125
9136,2121
9137,2038
9138,2076
9139,2105
9140,2113
9141,2250
9142,2125
9143,2136
9144,2156
9145,2134
9146,2095
9147,2087
9148,2153
9149,2340
9150,2133
9151,2125
9152,2756
9153,2197
9154,2850
9155,2101
9156,2147
9157,2037
9158,2019
9159,2153
9160,2062
9161,2256
9162,2152
9163,2112
9164,2763
9165,2067
9166,2101
9167,2135
9168,2212
9169,2099
9170,2210
9171,2305
9172,2119
9173,2145
9174,2250
9175,2106
9176,2085
9177,2023
9178,2763
9179,2110
9180,2250
9181,2261
9182,2066
9183,2085
9184,2046
9185,2126
9186,2068
9187,2176
9188,2250
9189,2759
9190,2087
9191,2076
9192,2121
9193,2153
9194,2035
9195,2114
9196,2100
9197,2122
9198,2074
9199,2100
9200,2064
9201,2085
9202,2250
9203,2758
9204,2067
9205,2082
9206,2071
9207,2207
9208,2075
9209,2070
9210,2102
9211,2150
9212,2074
9213,2101
9214,2095
9215,2207
9216,2228
9217,2072
9218,2069
9219,2777
9220,2753
9221,2112
9222,2112
9223,2049
9224,810
9225,5065
9226,2120
9227,2089
9228,2206
9229,2144
9230,2153
9231,2099
9232,2066
9233,2774
9234,2137
9235,2125
9236,4680
9237,2120
9238,2073
9239,3058
9240,2777
9241,2166
